Country Name,Country Code,Region,Sub-Region,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Cameroon,CMR,Africa,Middle Africa,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-0.506768552,1.253753937,0.741592749,-2.907686217,-3.01127679,-2.500804801,-3.062614358,-2.28256504,-2.39631901,-3.612438241,-3.561847569,-2.738674015,-2.496824439,-3.115095939,-3.678331753,-3.267357399,-3.713066645,-2.642975924,-3.989441779,-6.411795661
Cameroon,CMR,Africa,Middle Africa,GDP per capita (current US$),NY.GDP.PCAP.CD,1142.624663,1191.45459,1325.672482,1492.142698,1461.389992,1398.58702,1513.96057,1449.098744,1575.928821,1649.443391,1415.000097,1441.720173,1496.089518,1610.696416,1555.226605,1555.603707,1672.326573,1604.87727,1736.860911,1762.368351
Cameroon,CMR,Africa,Middle Africa,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.550411135,0.995178502,1.440565001,-0.054684354,-0.318334275,0.000136421,0.496174365,1.723811615,2.087147191,2.568734064,2.401233687,1.457117227,0.647004976,1.115149469,0.636415291,-2.434760311,0.631351992,1.045029975,0.555787082,0.997232288
Cameroon,CMR,Africa,Middle Africa,GDP (current US$),NY.GDP.MKTP.CD,19509852207,20910512975,23928250433,27715142033,27932970317,27507501821,30630910495,30155062329,33728621180,36386544706,32210233020,33814337044,36098547033,39955552190,39667757528,40773241177,45011937347,44347206073,49279410983,51326764685
Canada,CAN,Americas,Northern America,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,33018041276,35063091947,41082108779,43872316564,54356329767,57151157771,65818985667,68546343362,71937085416,74699962253,79753521150,82718110858,86677706697,83925602808,85297110784,90428136419,1.06615E+11,1.06952E+11,1.17551E+11,1.19778E+11
Canada,CAN,Americas,Northern America,Total reserves minus gold (current US$),FI.RES.XGLD.CD,32962124276,34993800647,40991230029,43777513814,54237792267,56997958271,65652106667,68364967362,71821453416,74584186253,79695445870,82718110858,86677706697,83925602808,85297110784,90428136419,1.06615E+11,1.06952E+11,1.17551E+11,1.19778E+11
Canada,CAN,Americas,Northern America,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.210454391,2.63794375,2.049904637,0.995406301,-2.915086216,3.090806345,3.137194422,1.755661291,2.325813548,2.873466778,0.649971002,1.038550925,3.033834912,2.742963449,1.908431946,-5.038233435,5.950528028,4.189036281,1.528745508,1.528081109
Canada,CAN,Americas,Northern America,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,41006.22295,41663.51231,42106.87244,42067.56871,40376.41538,41164.33991,42043.64198,42320.64313,42851.17053,43643.23564,43594.1941,43551.3426,44339.38867,44907.34369,45100.29151,42366.12854,44639.19327,45677.68658,45048.28424,44401.71539
Canada,CAN,Americas,Northern America,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.32215E+12,1.35703E+12,1.38485E+12,1.39863E+12,1.35786E+12,1.39983E+12,1.44375E+12,1.46909E+12,1.50326E+12,1.54646E+12,1.55651E+12,1.57267E+12,1.62039E+12,1.66483E+12,1.69661E+12,1.61113E+12,1.707E+12,1.7785E+12,1.80569E+12,1.83328E+12
Canada,CAN,Americas,Northern America,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,1.869656187,1.363656246,0.752359497,0.204634001,-2.966282423,-3.596185671,-2.774006026,-3.532247677,-3.146875451,-2.318921377,-3.513987167,-3.093111447,-2.803427477,-2.385071611,-1.951702748,-2.010493527,-0.021963228,-0.288416485,-0.633319899,-0.461744367
Canada,CAN,Americas,Northern America,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Canada,CAN,Americas,Northern America,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,3.95428163,2.752753957,2.17569058,1.766402742,-1.442723189,-1.873357638,-1.141954936,-1.889497894,-1.567197565,-0.90551041,-2.46498014,-2.358539703,-2.192240549,-1.949078398,-1.46609364,-2.209476493,0.103319881,0.568759777,0.067420862,-0.256363303
Canada,CAN,Americas,Northern America,GDP per capita (current US$),NY.GDP.PCAP.CD,36383.66001,40504.0371,44660.08389,46710.25269,40874.88319,47560.6666,52223.85884,52670.34473,52638.11872,50960.84312,43594.1941,42314.06158,45129.62812,46539.17616,46352.86934,43537.8393,52886.66164,56256.80073,54220.3285,54282.61761
Canada,CAN,Americas,Northern America,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.237576616,1.602901477,1.064144878,-0.093342792,-4.020088097,1.951447447,2.136077171,0.658841957,1.253590103,1.848409523,-0.112369165,-0.098296362,1.809464472,1.280926597,0.429657601,-6.062406423,5.365287813,2.326415945,-1.377920786,-1.435279636
Canada,CAN,Americas,Northern America,GDP (current US$),NY.GDP.MKTP.CD,1.17311E+12,1.31926E+12,1.46882E+12,1.55299E+12,1.37463E+12,1.61734E+12,1.79333E+12,1.82837E+12,1.8466E+12,1.80575E+12,1.55651E+12,1.52799E+12,1.64927E+12,1.72533E+12,1.74373E+12,1.65568E+12,2.02238E+12,2.19041E+12,2.17334E+12,2.24125E+12
Cayman Islands,CYM,Americas,Caribbean,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,162073506,183500000,216800000,228300000,225400000,234000000,..
Cayman Islands,CYM,Americas,Caribbean,Total reserves minus gold (current US$),FI.RES.XGLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,162073506,183500000,216800000,228300000,225400000,234000000,..
Cayman Islands,CYM,Americas,Caribbean,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,3.162625227,-0.357401201,-7.200482447,-2.715635262,1.169062198,1.229753657,1.27933102,2.654527985,2.833122226,3.239974339,3.184045923,4.267267452,3.915635342,-4.954806408,4.904929413,5.156329542,4.359675957,..
Cayman Islands,CYM,Americas,Caribbean,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,96066.62908,96202.73794,93115.31684,84001.42157,79483.09728,78233.01876,77074.38909,76038.87955,76104.62157,76379.20951,77031.86439,77717.17521,79305.76967,80714.57182,75199.64504,77285.79668,79587.38879,81411.64578,..
Cayman Islands,CYM,Americas,Caribbean,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,4633485654,4780025440,4762941572,4419986800,4299956080,4350225241,4403722295,4460060480,4578454034,4708167233,4860710643,5015477902,5229501758,5434269977,5165012420,5418352633,5697740751,5946143785,..
Cayman Islands,CYM,Americas,Caribbean,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,-14.39255745,-16.86905694,-16.77239876,-10.88613083,-16.34638327,-13.10563998,-11.35433225,-9.982371898,..
Cayman Islands,CYM,Americas,Caribbean,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Cayman Islands,CYM,Americas,Caribbean,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,30.60705044,26.05857622,24.10351144,13.79440731,..,..,..,..
Cayman Islands,CYM,Americas,Caribbean,GDP per capita (current US$),NY.GDP.PCAP.CD,..,87085.09374,89888.26182,89655.11962,81373.57115,76837.66996,75280.96076,75101.59136,75113.73324,75845.30604,76379.20951,77802.25416,80053.94445,83865.55316,88254.29037,82338.79829,86438.44526,92202.1478,97749.5079,..
Cayman Islands,CYM,Americas,Caribbean,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,0.141681726,-3.209286103,-9.787750915,-5.378866453,-1.572760208,-1.480998287,-1.343519612,0.086458426,0.360803237,0.85449284,0.889645894,2.044071292,1.776418229,-6.832628429,2.774150907,2.978027288,2.292143288,..
Cayman Islands,CYM,Americas,Caribbean,GDP (current US$),NY.GDP.MKTP.CD,..,4200288241,4466278065,4585949024,4281714567,4156841107,4186073104,4291004524,4405796023,4562853611,4708167233,4909322237,5166281305,5530178441,5941896608,5655358021,6060026520,6600843963,7139428558,..
Central African Republic,CAF,Africa,Middle Africa,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,144923649.4,132419817.1,91867874.12,131466501,210590013.3,181175454.9,154510967.2,157902473.5,193663724.5,259571697.5,213800567.3,239797985.5,362717270.5,361797180.3,350305401.8,432524260.9,483872115.8,374404781.3,479592712.6,..
Central African Republic,CAF,Africa,Middle Africa,Total reserves minus gold (current US$),FI.RES.XGLD.CD,139216011.4,125347018.9,82591571.62,121789662.5,210590013.3,181175454.9,154510967.2,157902473.5,193663724.5,259571697.5,213800567.3,239797985.5,362717270.5,361797180.3,350305401.8,432524260.9,483872115.8,374404781.3,479592712.6,..
Central African Republic,CAF,Africa,Middle Africa,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.908210515,4.77108543,4.607534855,2.054130962,8.587260426,4.630818432,4.194615337,5.053761254,-36.3919771,0.081070515,4.33712103,4.750316841,4.527278213,3.789443593,3.1,0.899999997,0.982919996,0.453901882,0.69996839,1.539632475
Central African Republic,CAF,Africa,Middle Africa,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,427.9680432,439.2943309,450.7627854,450.3136169,492.2153989,519.1414564,532.3829549,553.7295783,349.8211717,351.5615549,366.3228539,376.8582541,387.3579513,395.0200155,401.8258216,398.8342741,396.0206229,398.915398,397.4677957,390.0905663
Central African Republic,CAF,Africa,Middle Africa,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1835473623,1923045638,2011650636,2052972574,2229266676,2332499968,2430339369,2553162919,1624016454,1625333053,1695825714,1776382809,1856804601,1927167164,1986909346,2004791530,2024497026,2033686257,2047921418,2079451881
Central African Republic,CAF,Africa,Middle Africa,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Africa,Middle Africa,Access to electricity (% of population),EG.ELC.ACCS.ZS,7.4,7.8,8.4,7.5,9.4,9.8,10.4,11,11.5,12,12.7,13.4,14.1,14.6,14.3,15.4,15.7,15.7,17.6,..
Central African Republic,CAF,Africa,Middle Africa,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-8.345430214,-7.763859932,-9.350244178,-12.43019241,-11.81094669,-11.17887981,-8.219978136,-9.959182591,-8.453377988,-19.74351684,-19.00982653,-20.88688471,-22.62399819,-17.78014,-18.55504,-19.17606,-17.7042,-20.63257,-14.59891779,-16.90927557
Central African Republic,CAF,Africa,Middle Africa,GDP per capita (current US$),NY.GDP.PCAP.CD,311.9500231,333.9425199,380.8870488,437.2482747,456.4716739,476.873787,534.0572815,544.3958491,364.3669626,409.850486,366.3228539,387.1762034,432.3240257,455.2439629,449.2284676,462.8790713,492.2631428,467.359825,495.9788973,516.1704245
Central African Republic,CAF,Africa,Middle Africa,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.350125405,2.646526517,2.610653881,-0.099646317,9.305022202,5.470380966,2.550653269,4.009636894,-36.8245466,0.497506544,4.198780788,2.875987689,2.786113103,1.978031976,1.722901598,-0.744488615,-0.705468756,0.730965732,-0.362884525,-1.856057153
Central African Republic,CAF,Africa,Middle Africa,GDP (current US$),NY.GDP.MKTP.CD,1337894379,1461859762,1699811295,1993407888,2067381665,2142591540,2437982705,2510126512,1691544110,1894813389,1695825714,1825018145,2072349973,2220979146,2221301351,2326720900,2516498412,2382618615,2555492086,2751544520
Chad,TCD,Africa,Middle Africa,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,231282856.2,632157876.9,964338637,1355146208,616701392.1,632405291.3,951097160.6,1155659287,1183031944,1075906115,368916823.8,8184292.088,8575237.415,147750165.9,310032032.9,390675163.1,211590754.9,1013220924,1049788251,..
Chad,TCD,Africa,Middle Africa,Total reserves minus gold (current US$),FI.RES.XGLD.CD,225575218.2,625085078.7,955062334.5,1345469370,616701392.1,632405291.3,951097160.6,1155659287,1183031944,1075906115,368916823.8,8184292.088,8575237.415,147750165.9,310032032.9,390675163.1,211590754.9,1013220924,1049788251,..
Chad,TCD,Africa,Middle Africa,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,17.33253374,-0.521522265,4.356212114,3.108362216,-1.338484366,13.79438893,4.5535904,9.052680251,2.807351887,2.062980971,3.310885674,-4.129928372,-1.627993671,5.741115808,5.388656469,-0.408894363,0.293979163,12.89661643,4.117451792,3.654451105
Chad,TCD,Africa,Middle Africa,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,949.0860116,910.7734516,918.2655401,914.2506029,870.3537958,956.7241538,965.5932426,1016.658968,1008.549966,993.2564893,993.9907306,923.4943483,878.9137855,898.6690404,917.0853399,884.7308747,857.2902943,934.9677328,929.9413476,917.386448
Chad,TCD,Africa,Middle Africa,GDP (constant 2015 US$),NY.GDP.MKTP.KD,9802247644,9751126740,10175906505,10492210538,10351773940,11779737898,12316138912,13431079587,13808137253,14092996497,14559599500,13958298469,13731058253,14519374209,15301773407,15239205318,15284005406,17255124959,17965596410,18622140347
Chad,TCD,Africa,Middle Africa,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Africa,Middle Africa,Access to electricity (% of population),EG.ELC.ACCS.ZS,4.8,5.1,5.5,5.9,6.3,6.4,9,7.8,8.1,8.4,7.7,9.2,10.9,10.1,8.4,10.9,11.3,11.7,12,..
Chad,TCD,Africa,Middle Africa,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,11.60720436,12.47006782,11.83159281,11.07499918,0.89455209,5.145537699,7.781577628,12.41081235,8.772191937,5.466444937,7.30546192,1.257957774,3.081170155,4.951130745,3.259189217,1.930875805,8.620194491,15.4823098,12.70941891,10.87225034
Chad,TCD,Africa,Middle Africa,GDP per capita (current US$),NY.GDP.PCAP.CD,838.0921077,906.8972606,980.4835315,1166.368835,1035.637197,1141.800693,1308.142187,1354.343447,1304.88743,1278.789814,993.9907306,861.8317676,854.4612004,948.6566299,893.3364416,866.9478149,946.3585002,966.0364683,989.058529,1016.088807
Chad,TCD,Africa,Middle Africa,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,12.69680388,-4.036784825,0.822607256,-0.437230511,-4.801397673,9.923591816,0.927026742,5.288533799,-0.797612798,-1.516382608,0.073922634,-7.092257518,-4.827377973,2.247689721,2.049286083,-3.527966683,-3.101573735,9.060809281,-0.537599858,-1.350074347
Chad,TCD,Africa,Middle Africa,GDP (current US$),NY.GDP.MKTP.CD,8655892393,9709626596,10865385132,13385593990,12317614054,14058506664,16685349674,17892228570,17865316886,18144336904,14559599500,13026289836,13349041409,15327000249,14905517743,14932897821,16871937698,17828508290,19107685021,20625711665
Channel Islands,CHI,#N/A,#N/A,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,#N/A,#N/A,Total reserves minus gold (current US$),FI.RES.XGLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,#N/A,#N/A,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,-3.606632316,1.125043109,-5.753661221,0.493931121,2.427101785,0.374367084,1.213024077,1.806481314,1.122243566,1.573355962,-8.896779266,9.93680137,5.341961404,3.715005904,..
Channel Islands,CHI,#N/A,#N/A,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,67622.46959,64727.43331,65010.95664,60866.08519,60784.84798,61897.06377,61852.07356,62438.47859,63397.75247,63864.37329,64598.96257,58640.73517,64272.11171,67513.58009,69822.95314,..
Channel Islands,CHI,#N/A,#N/A,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,10651282807,10267130200,10382639840,9785257918,9833590352,10072261599,10109968831,10232605187,10417455288,10534364510,10700107562,9748142611,10716796179,11289283295,11708680836,..
Channel Islands,CHI,#N/A,#N/A,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,#N/A,#N/A,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Channel Islands,CHI,#N/A,#N/A,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,#N/A,#N/A,GDP per capita (current US$),NY.GDP.PCAP.CD,57647.11889,62745.10066,74139.97799,..,57778.54071,56121.63873,60419.23216,58813.93648,59304.85085,64700.74239,61852.07356,55950.14829,55806.57089,60783.35293,60568.10835,56785.9402,66912.17532,67627.30845,74589.13812,..
Channel Islands,CHI,#N/A,#N/A,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,-4.281175019,0.438026517,-6.375650594,-0.13346876,1.829758277,-0.072685538,0.9480766,1.536350496,0.736021076,1.150233294,-9.223410358,9.603182035,5.043351293,3.420605233,..
Channel Islands,CHI,#N/A,#N/A,GDP (current US$),NY.GDP.MKTP.CD,8827272727,9676172953,11514605842,..,9100755725,8902070457,9649313892,9455340126,9594160857,10528493006,10109968831,9169278153,9170079923,10026153282,10032440899,9439810769,11157003026,11308300382,12507927160,..
Chile,CHL,Americas,South America,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,16933297690,19396987007,16843397511,23079229514,25292079031,27827450636,41943889985,41649256238,41093252539,40447379052,38641176606,40493293730,38981539754,39858824175,40655524238,39166118109,51252167800,39102338845,46377347797,44403009394
Chile,CHL,Americas,South America,Total reserves minus gold (current US$),FI.RES.XGLD.CD,16929244990,19391964977,16836810886,23072358489,25283487781,27816347186,41931795085,41636110638,41083736989,40437851652,38632802606,40484241120,38971297404,39848699140,40643492538,39151178419,51237789010,39088021280,46361054837,44382397504
Chile,CHL,Americas,South America,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.837045719,6.049990826,5.168230985,3.789392806,-1.118037236,5.851651022,6.223896785,6.155340019,3.308508247,1.792649471,2.1519425,1.753038749,1.357695373,3.990029478,0.634367534,-6.143474792,11.31492049,2.153993562,0.521367977,2.644311549
Chile,CHL,Americas,South America,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10104.42084,10611.6144,11051.34507,11356.09221,11116.40934,11649.28971,12252.84411,12882.83442,13182.73296,13285.95404,13433.9203,13505.09771,13473.34585,13763.00688,13630.59354,12679.024,14051.47136,14283.14895,14280.34756,14579.40011
Chile,CHL,Americas,South America,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.65195E+11,1.75189E+11,1.84243E+11,1.91225E+11,1.89087E+11,2.00152E+11,2.12609E+11,2.25696E+11,2.33163E+11,2.37343E+11,2.4245E+11,2.46701E+11,2.5005E+11,2.60027E+11,2.61677E+11,2.45601E+11,2.7339E+11,2.79279E+11,2.80735E+11,2.88159E+11
Chile,CHL,Americas,South America,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,1.9110906,5.49643732,5.055578748,-4.188269825,1.439748833,0.896881681,-4.917139017,-5.32849119,-4.776065417,-3.460299919,-2.735068216,-2.620658524,-2.757799809,-4.483675548,-5.212449788,-1.949411234,-7.282082962,-8.849315145,-3.12862449,-1.469330812
Chile,CHL,Americas,South America,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.7,99.4,98,98.2,99.6,99.5,99.6,100,99.6,100,99.7,100,99.7,100,100,100,100,100,100,..
Chile,CHL,Americas,South America,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,8.288609784,14.01971336,13.28267908,1.648495341,7.545238628,6.0903085,2.897917741,-0.464961883,-0.968360774,0.373177811,-0.966951497,-0.211544868,0.636594701,-1.118961154,-1.862419054,4.477916923,-0.891815788,-3.988361198,0.89740046,3.586785101
Chile,CHL,Americas,South America,GDP per capita (current US$),NY.GDP.PCAP.CD,7480.32331,9318.656553,10346.41382,10683.21888,10098.80172,12632.87047,14487.39278,15241.907,15683.54864,14529.67672,13433.9203,13649.85205,14879.90862,15659.48087,14495.71672,13114.81547,16206.83255,15405.61658,17067.03648,16709.8894
Chile,CHL,Americas,South America,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.791828391,5.019521358,4.143862129,2.757556993,-2.110610427,4.79363748,5.181040333,5.141584313,2.327892561,0.783002086,1.113704459,0.529833517,-0.235110167,2.149881955,-0.962096016,-6.98113062,10.82455052,1.648778132,-0.019613226,2.094154515
Chile,CHL,Americas,South America,GDP (current US$),NY.GDP.MKTP.CD,1.22294E+11,1.53844E+11,1.72491E+11,1.79895E+11,1.71778E+11,2.17051E+11,2.51383E+11,2.67025E+11,2.77395E+11,2.59561E+11,2.4245E+11,2.49345E+11,2.76154E+11,2.95858E+11,2.78285E+11,2.54042E+11,3.15326E+11,3.01227E+11,3.35518E+11,3.30267E+11
China,CHN,Asia,Eastern Asia,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,8.3141E+11,1.08076E+12,1.54636E+12,1.96604E+12,2.4529E+12,2.91371E+12,3.25467E+12,3.38751E+12,3.88037E+12,3.90004E+12,3.40525E+12,3.09766E+12,3.23568E+12,3.16822E+12,3.22289E+12,3.35724E+12,3.42793E+12,3.30684E+12,3.44954E+12,3.45602E+12
China,CHN,Asia,Eastern Asia,Total reserves minus gold (current US$),FI.RES.XGLD.CD,8.21514E+11,1.06849E+12,1.53028E+12,1.94926E+12,2.41604E+12,2.86608E+12,3.20279E+12,3.33112E+12,3.83955E+12,3.85917E+12,3.34519E+12,3.02978E+12,3.15888E+12,3.09188E+12,3.12749E+12,3.23878E+12,3.31392E+12,3.18969E+12,3.30132E+12,3.2648E+12
China,CHN,Asia,Eastern Asia,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.45823846,12.67467517,14.14998549,9.670245886,9.402699728,10.59627198,9.461335887,7.856174271,7.778724094,7.461900282,6.978780027,6.775555628,6.891266362,6.756718002,6.068502351,2.340188431,8.570085132,3.134188872,5.414843301,4.977356592
China,CHN,Asia,Eastern Asia,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3465.817344,3883.354129,4409.757008,4811.474718,5237.766665,5764.86535,6275.909564,6723.194438,7198.068765,7686.57793,8175.332851,8679.377045,9221.514038,9798.652852,10356.48042,10573.64201,11469.57071,11830.59837,12484.15788,13121.67699
China,CHN,Asia,Eastern Asia,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4.51846E+12,5.09115E+12,5.81155E+12,6.37354E+12,6.97283E+12,7.71169E+12,8.44132E+12,9.10448E+12,9.8127E+12,1.05449E+13,1.12808E+13,1.20452E+13,1.28752E+13,1.37452E+13,1.45793E+13,1.49205E+13,1.61992E+13,1.67069E+13,1.76115E+13,1.84881E+13
China,CHN,Asia,Eastern Asia,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,5.71199843,8.305325735,9.799589535,9.010869963,4.687406381,3.840256734,1.773997246,2.483284224,1.521113209,2.211305864,2.597527949,1.670187096,1.504887237,0.170563392,0.706790487,1.659300958,1.938751762,2.420592591,1.441582988,2.261649948
China,CHN,Asia,Eastern Asia,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.9,98.2,98.5,98.8,99.1,99.7,99.9,99.9,100,100,100,100,100,100,100,100,100,100,100,..
China,CHN,Asia,Eastern Asia,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,5.377520559,7.484113874,8.546927238,7.473894204,4.241779192,3.591418067,2.357938564,2.673195581,2.410644802,2.075496908,3.180943611,2.23013078,1.720407716,0.646655214,0.911993646,2.368213551,2.531793273,3.154743506,2.099751063,2.847413134
China,CHN,Asia,Eastern Asia,GDP per capita (current US$),NY.GDP.PCAP.CD,1777.644968,2129.25697,2734.727099,3523.443021,3898.244592,4629.245517,5703.76028,6405.057424,7147.035186,7781.065975,8175.332851,8254.868593,8979.676527,10085.66381,10342.90095,10627.4638,12887.43572,12970.60564,12951.17824,13303.14815
China,CHN,Asia,Eastern Asia,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,10.80464855,12.04728189,13.55536635,9.109747066,8.859902054,10.06342432,8.864807476,7.127012723,7.063224657,6.786669879,6.358550264,6.165427182,6.246266187,6.258612325,5.692900601,2.096866673,8.473227172,3.147699821,5.524314947,5.106624828
China,CHN,Asia,Eastern Asia,GDP (current US$),NY.GDP.MKTP.CD,2.31755E+12,2.7915E+12,3.60406E+12,4.66735E+12,5.18958E+12,6.19256E+12,7.67176E+12,8.67366E+12,9.74312E+12,1.06745E+13,1.12808E+13,1.1456E+13,1.25376E+13,1.41478E+13,1.45602E+13,1.49964E+13,1.82017E+13,1.83168E+13,1.82704E+13,1.87438E+13
Colombia,COL,Americas,South America,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,14954554923,15437167996,20951442987,23670593274,24987458716,28076156124,31895547051,36997795800,43158795572,46809443348,46222893469,46173772893,47131104747,47887623364,52652707435,58499477957,58018679407,56703971713,59040690524,61897968642
Colombia,COL,Americas,South America,Total reserves minus gold (current US$),FI.RES.XGLD.CD,14787009123,15296233306,20767267612,23478813399,24747664966,27766243374,31386030251,36444016600,42757937972,46408086548,46103762878,45961564720,46699124664,47358571768,51973465671,58247760145,57745106149,56431563332,58730697949,61505803384
Colombia,COL,Americas,South America,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.828761108,6.716868698,6.738194691,3.283446186,1.139648645,4.494658971,6.947891982,3.912635767,5.13399352,4.499030001,2.955901375,2.087382502,1.359360868,2.564324283,3.186855392,-7.185914138,10.80119819,7.328277294,0.712380032,1.74380145
Colombia,COL,Americas,South America,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4457.275375,4694.034429,4947.252608,5048.571872,5046.971218,5214.245476,5517.101109,5675.75618,5910.805923,6121.83982,6248.514905,6316.070678,6309.677453,6353.546429,6439.963598,5891.955232,6457.169218,6856.725905,6828.597538,6873.423024
Colombia,COL,Americas,South America,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1.8778E+11,2.00393E+11,2.13896E+11,2.20919E+11,2.23437E+11,2.3348E+11,2.49702E+11,2.59472E+11,2.72793E+11,2.85066E+11,2.93492E+11,2.99619E+11,3.03692E+11,3.11479E+11,3.21406E+11,2.9831E+11,3.30531E+11,3.54753E+11,3.5728E+11,3.6351E+11
Colombia,COL,Americas,South America,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-1.337731071,-1.848666236,-2.981926609,-2.679241046,-1.906926018,-2.995830912,-2.906114472,-3.140080131,-3.236150671,-5.198431193,-6.372304422,-4.451950678,-3.182241911,-4.201383447,-4.584275173,-3.427729459,-5.635169495,-6.040719643,-2.264839671,-1.726327771
Colombia,COL,Americas,South America,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.8,95.7,96,96.8,96.1,96.8,96.7,97,97.8,97.8,98.2,98.4,98.5,98.5,99.4,99.7,100,100,98.7,..
Colombia,COL,Americas,South America,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,-3.480610017,-4.184180459,-4.232612846,-2.948459146,-2.307137132,-1.582913649,-0.917413408,-1.212740451,-1.813769355,-4.217967422,-7.060341099,-6.768374428,-4.992335446,-4.735313442,-5.822456673,-7.011019849,-7.665134484,-7.505919125,-4.724775679,-4.943054743
